"Wall of posterior basal segmental artery",50007840
"Lumen of posterior basal segmental artery",50007841
"Wall of trunk of left lesser palatine artery",50007842
"Lumen of trunk of left lesser palatine artery",50007843
"Wall of left ovarian artery",50007844
"Lumen of left ovarian artery",50007845
"Wall of posterior branch of lateral cutaneous branch of right eighth posterior intercostal artery",50007846
"Lumen of posterior branch of lateral cutaneous branch of right eighth posterior intercostal artery",50007847
"Wall of right superficial brachial artery",50007848
"Lumen of right superficial brachial artery",50007849
"Wall of palmar carpal branch of right ulnar artery",50007850
"Lumen of palmar carpal branch of right ulnar artery",50007851
"Wall of acromial branch of thoraco-acromial artery",50007852
"Lumen of acromial branch of thoraco-acromial artery",50007853
"Wall of mastoid artery",50007854
"Lumen of mastoid artery",50007855
"Wall of segmental branch of right bronchial artery",50007856
"Lumen of segmental branch of right bronchial artery",50007857
"Wall of left mesencephalic artery",50007858
"Lumen of left mesencephalic artery",50007859
"Wall of trunk of left superior labial artery",50007860
"Lumen of trunk of left superior labial artery",50007861
"Wall of uterine body part proper of uterine artery",50007862
"Lumen of uterine body part proper of uterine artery",50007863
"Wall of trunk of left thalamotuberal artery",50007864
"Lumen of trunk of left thalamotuberal artery",50007865
"Wall of inferior division of posterior branch of anterior segmental artery",50007866
"Lumen of inferior division of posterior branch of anterior segmental artery",50007867
"Wall of zone 19 of left marginal artery",50007868
"Lumen of zone 19 of left marginal artery",50007869
"Wall of trunk of medial branch of artery of left tuber cinereum",50007870
"Lumen of trunk of medial branch of artery of left tuber cinereum",50007871
"Wall of trunk of left callosomarginal artery",50007872
"Lumen of trunk of left callosomarginal artery",50007873
"Wall of ascending branch of left medial circumflex femoral artery",50007874
"Lumen of ascending branch of left medial circumflex femoral artery",50007875
"Wall of trunk of branch of left anterior choroidal artery to lateral geniculate body",50007876
"Lumen of trunk of branch of left anterior choroidal artery to lateral geniculate body",50007877
"Wall of meningeal branch of left occipital artery",50007878
"Lumen of meningeal branch of left occipital artery",50007879
"Wall of lateral branch of dorsal branch of right seventh posterior intercostal artery",50007880
"Lumen of lateral branch of dorsal branch of right seventh posterior intercostal artery",50007881
"Wall of trunk of branch of splenic artery",50007882
"Lumen of trunk of branch of splenic artery",50007883
"Wall of muscular branch of collateral branch of fourth posterior intercostal artery",50007884
"Lumen of muscular branch of collateral branch of fourth posterior intercostal artery",50007885
"Wall of meningeal branch of vertebral artery",50007886
"Lumen of meningeal branch of vertebral artery",50007887
"Wall of temporal artery",50007888
"Lumen of temporal artery",50007889
"Wall of right lower lobar bronchial artery",50007890
"Lumen of right lower lobar bronchial artery",50007891
"Wall of gastric branch of left gastro-epiploic artery",50007892
"Lumen of gastric branch of left gastro-epiploic artery",50007893
"Wall of dorsal artery of clitoris",50007894
"Lumen of dorsal artery of clitoris",50007895
"Wall of pleural branch of left ninth posterior intercostal artery",50007896
"Lumen of pleural branch of left ninth posterior intercostal artery",50007897
"Wall of lateral branch of dorsal branch of right eighth posterior intercostal artery",50007898
"Lumen of lateral branch of dorsal branch of right eighth posterior intercostal artery",50007899
"Wall of right inferior labial artery",50007900
"Lumen of right inferior labial artery",50007901
"Wall of trunk of left second plantar metatarsal artery",50007902
"Lumen of trunk of left second plantar metatarsal artery",50007903
"Wall of lateral branch of dorsal branch of left sixth posterior intercostal artery",50007904
"Lumen of lateral branch of dorsal branch of left sixth posterior intercostal artery",50007905
"Wall of trunk of superficial external pudendal artery",50007906
"Lumen of trunk of superficial external pudendal artery",50007907
"Wall of right common carotid artery proper",50007908
"Lumen of right common carotid artery proper",50007909
"Wall of cutaneous branch of left lateral plantar artery",50007910
"Lumen of cutaneous branch of left lateral plantar artery",50007911
"Wall of trunk of greater palatine artery",50007912
"Lumen of trunk of greater palatine artery",50007913
"Wall of plantar digital artery of third toe",50007914
"Lumen of plantar digital artery of third toe",50007915
"Wall of left posterior segmental bronchial artery",50007916
"Lumen of left posterior segmental bronchial artery",50007917
"Wall of branch of callosomarginal artery",50007918
"Lumen of branch of callosomarginal artery",50007919
"Wall of postlaminar branch of dorsal branch of right sixth posterior intercostal artery",50007920
"Lumen of postlaminar branch of dorsal branch of right sixth posterior intercostal artery",50007921
"Wall of articular branch of dorsal branch of left eighth posterior intercostal artery",50007922
"Lumen of articular branch of dorsal branch of left eighth posterior intercostal artery",50007923
"Wall of cutaneous branch of lateral branch of dorsal branch of fifth posterior intercostal artery",50007924
"Lumen of cutaneous branch of lateral branch of dorsal branch of fifth posterior intercostal artery",50007925
"Wall of lobar branch of right superior segmental renal artery",50007926
"Lumen of lobar branch of right superior segmental renal artery",50007927
"Wall of spinal branch of right deep cervical artery",50007928
"Lumen of spinal branch of right deep cervical artery",50007929
"Wall of zone 13a of anterior interventricular branch of left coronary artery",50007930
"Lumen of zone 13a of anterior interventricular branch of left coronary artery",50007931
"Wall of posterolateral central branch of right posterior cerebral artery",50007932
"Lumen of posterolateral central branch of right posterior cerebral artery",50007933
"Wall of right fourth anterior intercostal artery",50007934
"Lumen of right fourth anterior intercostal artery",50007935
"Wall of trunk of recurrent meningeal branch of lacrimal artery",50007936
"Lumen of trunk of recurrent meningeal branch of lacrimal artery",50007937
"Wall of transverse branch of lateral circumflex femoral artery",50007938
"Lumen of transverse branch of lateral circumflex femoral artery",50007939
"Wall of posterior radicular branch of spinal branch of lumbar artery",50007940
"Lumen of posterior radicular branch of spinal branch of lumbar artery",50007941
"Wall of trunk of renal arcuate artery",50007942
"Lumen of trunk of renal arcuate artery",50007943
"Wall of anterior radicular branch of ninth posterior intercostal artery",50007944
"Lumen of anterior radicular branch of ninth posterior intercostal artery",50007945
"Wall of ascending branch of posterior segmental artery of left lung",50007946
"Lumen of ascending branch of posterior segmental artery of left lung",50007947
"Wall of peridental branch of right anterior superior alveolar artery",50007948
"Lumen of peridental branch of right anterior superior alveolar artery",50007949
"Wall of left pericardiacophrenic artery",50007950
"Lumen of left pericardiacophrenic artery",50007951
"Wall of calcanean artery",50007952
"Lumen of calcanean artery",50007953
"Wall of trunk of muscular branch of left occipital artery",50007954
"Lumen of trunk of muscular branch of left occipital artery",50007955
"Wall of left posterior cerebral artery",50007956
"Lumen of left posterior cerebral artery",50007957
"Wall of lateral cutaneous branch of right sixth posterior intercostal artery",50007958
"Lumen of lateral cutaneous branch of right sixth posterior intercostal artery",50007959
"Wall of transverse branch of right lateral circumflex femoral artery",50007960
"Lumen of transverse branch of right lateral circumflex femoral artery",50007961
"Wall of trunk of rhomboid major branch of dorsal scapular artery",50007962
"Lumen of trunk of rhomboid major branch of dorsal scapular artery",50007963
"Wall of pleural branch of second posterior intercostal artery",50007964
"Lumen of pleural branch of second posterior intercostal artery",50007965
"Wall of left anterior ethmoidal artery",50007966
"Lumen of left anterior ethmoidal artery",50007967
"Wall of auricular branch of right occipital artery",50007968
"Lumen of auricular branch of right occipital artery",50007969
"Wall of trunk of palmar carpal branch of radial artery",50007970
"Lumen of trunk of palmar carpal branch of radial artery",50007971
"Wall of collateral branch of ninth posterior intercostal artery",50007972
"Lumen of collateral branch of ninth posterior intercostal artery",50007973
"Wall of trunk of right superior thyroid artery",50007974
"Lumen of trunk of right superior thyroid artery",50007975
"Wall of deep artery of clitoris",50007976
"Lumen of deep artery of clitoris",50007977
"Wall of anterior branch of lateral cutaneous branch of right third posterior intercostal artery",50007978
"Lumen of anterior branch of lateral cutaneous branch of right third posterior intercostal artery",50007979
"Wall of septal branch of anterior interventricular artery",50007980
"Lumen of septal branch of anterior interventricular artery",50007981
"Wall of left cricothyroid artery",50007982
"Lumen of left cricothyroid artery",50007983
"Wall of cutaneous branch of acromial branch of left suprascapular artery",50007984
"Lumen of cutaneous branch of acromial branch of left suprascapular artery",50007985
"Wall of trunk of pericallosal artery",50007986
"Lumen of trunk of pericallosal artery",50007987
"Wall of right posterior lateral choroidal artery",50007988
"Lumen of right posterior lateral choroidal artery",50007989
"Wall of left posterior choroidal artery",50007990
"Lumen of left posterior choroidal artery",50007991
"Wall of anterior segmental hepatic artery",50007992
"Lumen of anterior segmental hepatic artery",50007993
"Wall of trunk of plantar digital artery",50007994
"Lumen of trunk of plantar digital artery",50007995
"Wall of left second common palmar digital artery",50007996
"Lumen of left second common palmar digital artery",50007997
"Wall of right iliolumbar artery",50007998
"Lumen of right iliolumbar artery",50007999
"Wall of recurrent branch of ophthalmic artery",50008000
"Lumen of recurrent branch of ophthalmic artery",50008001
"Wall of trunk of cavernous branch of right internal carotid artery",50008002
"Lumen of trunk of cavernous branch of right internal carotid artery",50008003
"Wall of trunk of second septal branch of right posterior interventricular artery",50008004
"Lumen of trunk of second septal branch of right posterior interventricular artery",50008005
"Wall of artery of right semilunar ganglion",50008006
"Lumen of artery of right semilunar ganglion",50008007
"Wall of posterior interventricular branch of left coronary artery",50008008
"Lumen of posterior interventricular branch of left coronary artery",50008009
"Wall of long cortical artery of left adrenal gland",50008010
"Lumen of long cortical artery of left adrenal gland",50008011
"Wall of trunk of right deep circumflex iliac artery",50008012
"Lumen of trunk of right deep circumflex iliac artery",50008013
"Wall of medial segmental hepatic artery",50008014
"Lumen of medial segmental hepatic artery",50008015
"Wall of trunk of left first perforating femoral artery",50008016
"Lumen of trunk of left first perforating femoral artery",50008017
"Wall of medial circumflex femoral artery",50008018
"Lumen of medial circumflex femoral artery",50008019
"Wall of trunk of plantar digital artery of right great toe",50008020
"Lumen of trunk of plantar digital artery of right great toe",50008021
"Wall of trunk of right middle meningeal artery",50008022
"Lumen of trunk of right middle meningeal artery",50008023
"Wall of trunk of branch of right anterior choroidal artery to lateral ventricle",50008024
"Lumen of trunk of branch of right anterior choroidal artery to lateral ventricle",50008025
"Wall of right posterior tibial recurrent artery",50008026
"Lumen of right posterior tibial recurrent artery",50008027
"Wall of artery to right sciatic nerve",50008028
"Lumen of artery to right sciatic nerve",50008029
"Wall of lateral branch of right anterior basal segmental artery",50008030
"Lumen of lateral branch of right anterior basal segmental artery",50008031
"Wall of pleural branch of left tenth posterior intercostal artery",50008032
"Lumen of pleural branch of left tenth posterior intercostal artery",50008033
"Wall of trunk of muscular branch of radial artery",50008034
"Lumen of trunk of muscular branch of radial artery",50008035
"Wall of ascending palatine artery",50008036
"Lumen of ascending palatine artery",50008037
"Wall of dorsal branch of right third posterior intercostal artery",50008038
"Lumen of dorsal branch of right third posterior intercostal artery",50008039
"Wall of left internal carotid artery",50008040
"Lumen of left internal carotid artery",50008041
"Wall of muscular branch of radial artery",50008042
"Lumen of muscular branch of radial artery",50008043
"Wall of fourth plantar metatarsal artery",50008044
"Lumen of fourth plantar metatarsal artery",50008045
"Wall of lateral branch of dorsal branch of left seventh posterior intercostal artery",50008046
"Lumen of lateral branch of dorsal branch of left seventh posterior intercostal artery",50008047
"Wall of anterior branch of lateral cutaneous branch of ventral branch of right second lumbar artery",50008048
"Lumen of anterior branch of lateral cutaneous branch of ventral branch of right second lumbar artery",50008049
"Wall of trunk of right thalamotuberal artery",50008050
"Lumen of trunk of right thalamotuberal artery",50008051
"Wall of left palmar metacarpal artery",50008052
"Lumen of left palmar metacarpal artery",50008053
"Wall of right superior segmental bronchial artery",50008054
"Lumen of right superior segmental bronchial artery",50008055
"Wall of anterior conjunctival artery",50008056
"Lumen of anterior conjunctival artery",50008057
"Wall of anterior branch of lateral segmental artery",50008058
"Lumen of anterior branch of lateral segmental artery",50008059
"Wall of prelaminar branch of sixth posterior intercostal artery",50008060
"Lumen of prelaminar branch of sixth posterior intercostal artery",50008061
"Wall of left anterior segmental artery",50008062
"Lumen of left anterior segmental artery",50008063
"Wall of right recurrent interosseous artery",50008064
"Lumen of right recurrent interosseous artery",50008065
"Wall of basal segmental artery",50008066
"Lumen of basal segmental artery",50008067
"Wall of left collicular artery",50008068
"Lumen of left collicular artery",50008069
"Wall of superficial brachial artery",50008070
"Lumen of superficial brachial artery",50008071
"Lumen of trunk of branch of external carotid artery",50008072
"Wall of trunk of branch of superior central retinal artery",50008073
"Lumen of trunk of branch of superior central retinal artery",50008074
"Wall of anterior atrial branch of right coronary artery",50008075
"Lumen of anterior atrial branch of right coronary artery",50008076
"Wall of trunk of left anterior interosseous artery",50008077
"Lumen of trunk of left anterior interosseous artery",50008078
"Wall of trunk of right callosomarginal artery",50008079
"Lumen of trunk of right callosomarginal artery",50008080
"Wall of branch of right anterior inferior cerebellar artery to pons",50008081
"Lumen of branch of right anterior inferior cerebellar artery to pons",50008082
"Wall of branch of first perforating branch of deep femoral artery",50008083
"Lumen of branch of first perforating branch of deep femoral artery",50008084
"Wall of trunk of left inferior laryngeal artery",50008085
"Lumen of trunk of left inferior laryngeal artery",50008086
"Wall of posterior radicular branch of left sixth posterior intercostal artery",50008087
"Lumen of posterior radicular branch of left sixth posterior intercostal artery",50008088
"Wall of trunk of left posterior circumflex humeral artery",50008089
"Lumen of trunk of left posterior circumflex humeral artery",50008090
"Wall of trunk of branch of superficial external pudendal artery",50008091
"Lumen of trunk of branch of superficial external pudendal artery",50008092
"Wall of short cortical artery of left adrenal gland",50008093
"Lumen of short cortical artery of left adrenal gland",50008094
"Wall of segmental branch of splenic artery",50008095
"Lumen of segmental branch of splenic artery",50008096
"Wall of descending branch of right medial circumflex femoral artery",50008097
"Lumen of descending branch of right medial circumflex femoral artery",50008098
"Wall of precentral branch of right subcostal artery",50008099
"Lumen of precentral branch of right subcostal artery",50008100
"Wall of left infrascapular artery",50008101
"Lumen of left infrascapular artery",50008102
"Wall of unnamed branch of right subcostal artery",50008103
"Lumen of unnamed branch of right subcostal artery",50008104
"Wall of trunk of right anterior cerebral artery",50008105
"Lumen of trunk of right anterior cerebral artery",50008106
"Wall of zone 8 of anterior interventricular branch of left coronary artery",50008107
"Lumen of zone 8 of anterior interventricular branch of left coronary artery",50008108
"Wall of trunk of temporal branch of left lacrimal artery",50008109
"Lumen of trunk of temporal branch of left lacrimal artery",50008110
"Wall of trunk of cavernous branch of right internal carotid artery to wall of petrosal sinus",50008111
"Lumen of trunk of cavernous branch of right internal carotid artery to wall of petrosal sinus",50008112
"Wall of trunk of anterior lateral nasal branch of anterior ethmoidal artery",50008113
"Lumen of trunk of anterior lateral nasal branch of anterior ethmoidal artery",50008114
"Wall of trunk of right second dorsal metatarsal artery",50008115
"Lumen of trunk of right second dorsal metatarsal artery",50008116
"Wall of anterior inferior segmental renal artery",50008117
"Lumen of anterior inferior segmental renal artery",50008118
"Wall of trunk of left second perforating femoral artery",50008119
"Lumen of trunk of left second perforating femoral artery",50008120
"Wall of postcentral branch of spinal branch of first lumbar artery",50008121
"Lumen of postcentral branch of spinal branch of first lumbar artery",50008122
"Wall of posterior temporal artery",50008123
"Lumen of posterior temporal artery",50008124
"Wall of trunk of left mylohyoid artery",50008125
"Lumen of trunk of left mylohyoid artery",50008126
"Wall of variant atrial branch of left coronary artery",50008127
"Lumen of variant atrial branch of left coronary artery",50008128
"Wall of precentral branch of sixth posterior intercostal artery",50008129
"Lumen of precentral branch of sixth posterior intercostal artery",50008130
"Wall of mastoid branch of left posterior tympanic artery",50008131
"Lumen of mastoid branch of left posterior tympanic artery",50008132
"Wall of ulnar recurrent artery",50008133
"Lumen of ulnar recurrent artery",50008134
"Wall of superficial palmar branch of right radial artery",50008135
"Lumen of superficial palmar branch of right radial artery",50008136
"Wall of superficial branch of cystic artery",50008137
"Lumen of superficial branch of cystic artery",50008138
"Wall of cutaneous branch of lateral branch of dorsal branch of right ninth posterior intercostal artery",50008139
"Lumen of cutaneous branch of lateral branch of dorsal branch of right ninth posterior intercostal artery",50008140
"Wall of right facial artery",50008141
"Lumen of right facial artery",50008142
"Wall of lateral cutaneous branch of left ninth posterior intercostal artery",50008143
"Lumen of lateral cutaneous branch of left ninth posterior intercostal artery",50008144
"Wall of left urethral artery",50008145
"Lumen of left urethral artery",50008146
"Wall of pleural branch of left sixth posterior intercostal artery",50008147
"Lumen of pleural branch of left sixth posterior intercostal artery",50008148
"Wall of branch of posterior superior alveolar artery",50008149
"Lumen of branch of posterior superior alveolar artery",50008150
"Wall of muscular branch of lateral branch of dorsal branch of eleventh posterior intercostal artery",50008151
"Lumen of muscular branch of lateral branch of dorsal branch of eleventh posterior intercostal artery",50008152
"Wall of anterior temporal branch of left middle cerebral artery",50008153
"Lumen of anterior temporal branch of left middle cerebral artery",50008154
"Wall of pleural branch of right eighth posterior intercostal artery",50008155
"Lumen of pleural branch of right eighth posterior intercostal artery",50008156
"Wall of trunk of branch of posterior ethmoidal artery",50008157
"Lumen of trunk of branch of posterior ethmoidal artery",50008158
"Wall of trunk of right lesser palatine artery",50008159
"Lumen of trunk of right lesser palatine artery",50008160
"Wall of first left superior hypophysial artery",50008161
"Lumen of first left superior hypophysial artery",50008162
"Wall of trunk of precuneal branch of left pericallosal artery",50008163
"Lumen of trunk of precuneal branch of left pericallosal artery",50008164
"Wall of posterior segmental renal artery",50008165
"Lumen of posterior segmental renal artery",50008166
"Wall of trunk of adductor magnus branch of right descending genicular artery",50008167
"Lumen of trunk of adductor magnus branch of right descending genicular artery",50008168
"Wall of root of brachiocephalic artery",50008169
"Wall of segmental medullary branch of left vertebral artery",50008170
"Lumen of segmental medullary branch of left vertebral artery",50008171
"Wall of serratus anterior branch of left thoracodorsal artery",50008172
"Lumen of serratus anterior branch of left thoracodorsal artery",50008173
"Wall of third superior hypophysial artery",50008174
"Lumen of third superior hypophysial artery",50008175
"Wall of trunk of branch of left hepatic artery",50008176
"Lumen of trunk of branch of left hepatic artery",50008177
"Wall of superficial palmar branch of radial artery",50008178
"Lumen of superficial palmar branch of radial artery",50008179
"Wall of variant supraduodenal artery",50008180
"Lumen of variant supraduodenal artery",50008181
"Wall of posterior ethmoidal artery",50008182
"Lumen of posterior ethmoidal artery",50008183
"Wall of dorsal branch of second lumbar artery",50008184
"Lumen of dorsal branch of second lumbar artery",50008185
"Wall of postcentral branch of spinal branch of right third lumbar artery",50008186
"Lumen of postcentral branch of spinal branch of right third lumbar artery",50008187
"Wall of trunk of left deep auricular artery",50008188
"Lumen of trunk of left deep auricular artery",50008189
"Wall of trunk of right bronchial artery",50008190
"Lumen of trunk of right bronchial artery",50008191
"Wall of collateral branch of left fourth posterior intercostal artery",50008192
"Lumen of collateral branch of left fourth posterior intercostal artery",50008193
"Wall of cutaneous branch of lateral branch of dorsal branch of first lumbar artery",50008194
"Lumen of cutaneous branch of lateral branch of dorsal branch of first lumbar artery",50008195
"Wall of trunk of anterior meningeal branch of right anterior ethmoidal artery",50008196
"Lumen of trunk of anterior meningeal branch of right anterior ethmoidal artery",50008197
"Wall of trunk of left lateral tarsal artery",50008198
"Lumen of trunk of left lateral tarsal artery",50008199
"Wall of right first dorsal metatarsal artery",50008200
"Lumen of right first dorsal metatarsal artery",50008201
"Wall of branch of inferior hypophyseal artery",50008202
"Lumen of branch of inferior hypophyseal artery",50008203
"Wall of left greater palatine artery",50008204
"Lumen of left greater palatine artery",50008205
"Wall of lateral branch of dorsal branch of third lumbar artery",50008206
"Lumen of lateral branch of dorsal branch of third lumbar artery",50008207
"Wall of trunk of posterior cecal artery",50008208
"Lumen of trunk of posterior cecal artery",50008209
"Wall of trunk of saphenous branch of left descending genicular artery",50008210
"Lumen of trunk of saphenous branch of left descending genicular artery",50008211
"Wall of trunk of meningeal branch of right occipital artery",50008212
"Lumen of trunk of meningeal branch of right occipital artery",50008213
"Wall of trunk of meningeal branch of right posterior ethmoidal artery",50008214
"Lumen of trunk of meningeal branch of right posterior ethmoidal artery",50008215
"Wall of trunk of ascending pharyngeal artery",50008216
"Lumen of trunk of ascending pharyngeal artery",50008217
"Wall of trunk of right circumflex scapular artery",50008218
"Lumen of trunk of right circumflex scapular artery",50008219
"Wall of branch of anterior choroidal artery to genu of internal capsule",50008220
"Lumen of branch of anterior choroidal artery to genu of internal capsule",50008221
"Wall of spinal branch of left vertebral artery",50008222
"Lumen of spinal branch of left vertebral artery",50008223
"Wall of third lumbar artery",50008224
"Lumen of third lumbar artery",50008225
"Wall of anterior ascending branch of left pulmonary artery",50008226
"Lumen of anterior ascending branch of left pulmonary artery",50008227
"Wall of left posterior medial choroidal artery",50008228
"Lumen of left posterior medial choroidal artery",50008229
"Wall of trunk of artery of ductus deferens",50008230
"Lumen of trunk of artery of ductus deferens",50008231
"Wall of anterior meningeal branch of anterior ethmoidal artery",50008232
"Lumen of anterior meningeal branch of anterior ethmoidal artery",50008233
"Wall of circumflex fibular artery",50008234
"Lumen of circumflex fibular artery",50008235
"Wall of muscular branch of right deep femoral artery",50008236
"Lumen of muscular branch of right deep femoral artery",50008237
"Wall of trunk proper of right internal carotid artery",50008238
"Lumen of trunk proper of right internal carotid artery",50008239
"Wall of trunk of right subscapular artery",50008240
"Lumen of trunk of right subscapular artery",50008241
"Wall of right spiral modiolar artery",50008242
"Lumen of right spiral modiolar artery",50008243
"Wall of left parietal occipital artery",50008244
"Lumen of left parietal occipital artery",50008245
"Wall of dorsal digital artery of left great toe",50008246
"Lumen of dorsal digital artery of left great toe",50008247
"Wall of muscular branch of collateral branch of left eleventh posterior intercostal artery",50008248
"Lumen of muscular branch of collateral branch of left eleventh posterior intercostal artery",50008249
"Wall of dorsal nasal artery",50008250
"Lumen of dorsal nasal artery",50008251
"Wall of trunk of anteromedial frontal branch of callosomarginal artery",50008252
"Lumen of trunk of anteromedial frontal branch of callosomarginal artery",50008253
"Wall of trunk of left deep femoral artery",50008254
"Lumen of trunk of left deep femoral artery",50008255
"Wall of postcentral branch of spinal branch of right second lumbar artery",50008256
"Lumen of postcentral branch of spinal branch of right second lumbar artery",50008257
"Wall of pectoralis major muscle branch of lateral thoracic artery",50008258
"Lumen of pectoralis major muscle branch of lateral thoracic artery",50008259
"Wall of trunk of lateral mammary branch of left lateral thoracic artery",50008260
"Lumen of trunk of lateral mammary branch of left lateral thoracic artery",50008261
"Wall of trunk of left common interosseous artery",50008262
"Lumen of trunk of left common interosseous artery",50008263
"Wall of right upper lobe branch of variant right first bronchial artery",50008264
"Lumen of right upper lobe branch of variant right first bronchial artery",50008265
"Wall of dorsal branch of right eleventh posterior intercostal artery",50008266
"Lumen of dorsal branch of right eleventh posterior intercostal artery",50008267
"Wall of acetabular branch of medial circumflex femoral artery",50008268
"Lumen of acetabular branch of medial circumflex femoral artery",50008269
"Wall of superficial branch of right supra-orbital artery",50008270
"Lumen of superficial branch of right supra-orbital artery",50008271
"Wall of posteromedial central branch of right posterior cerebral artery",50008272
"Lumen of posteromedial central branch of right posterior cerebral artery",50008273
"Wall of trunk of gluteus maximus branch of first perforating branch of right deep femoral artery",50008274
"Lumen of trunk of gluteus maximus branch of first perforating branch of right deep femoral artery",50008275
"Wall of plantar digital artery of left fourth toe",50008276
"Lumen of plantar digital artery of left fourth toe",50008277
"Wall of medial branch of dorsal branch of left ninth posterior intercostal artery",50008278
"Lumen of medial branch of dorsal branch of left ninth posterior intercostal artery",50008279
"Wall of trunk of right posterior labial artery",50008280
"Lumen of trunk of right posterior labial artery",50008281
"Wall of left variant superficial cervical artery",50008282
"Lumen of left variant superficial cervical artery",50008283
"Wall of trunk of deep branch of left supra-orbital artery",50008284
"Lumen of trunk of deep branch of left supra-orbital artery",50008285
"Wall of postlaminar branch of dorsal branch of fifth posterior intercostal artery",50008286
"Lumen of postlaminar branch of dorsal branch of fifth posterior intercostal artery",50008287
"Wall of unnamed branch of left seventh posterior intercostal artery",50008288
"Lumen of unnamed branch of left seventh posterior intercostal artery",50008289
"Wall of trunk of artery of precentral sulcus",50008290
"Lumen of trunk of artery of precentral sulcus",50008291
"Wall of sinoatrial nodal branch of circumflex coronary artery",50008292
"Lumen of sinoatrial nodal branch of circumflex coronary artery",50008293
"Wall of trunk of right lateral basal segmental bronchial artery",50008294
"Lumen of trunk of right lateral basal segmental bronchial artery",50008295
"Wall of trunk of bronchial artery",50008296
"Lumen of trunk of bronchial artery",50008297
"Wall of lateral glandular branch of left superior thyroid artery",50008298
"Lumen of lateral glandular branch of left superior thyroid artery",50008299
"Wall of ventral branch of left first lumbar artery",50008300
"Lumen of ventral branch of left first lumbar artery",50008301
"Wall of splenic flexure branch of middle colic artery",50008302
"Lumen of splenic flexure branch of middle colic artery",50008303
"Wall of lateral cutaneous branch of fifth posterior intercostal artery",50008304
"Lumen of lateral cutaneous branch of fifth posterior intercostal artery",50008305
"Wall of posterior branch of posteromedial central branch of posterior communicating artery",50008306
"Lumen of posterior branch of posteromedial central branch of posterior communicating artery",50008307
"Wall of hypothalamic branch of posterior communicating artery",50008308
"Lumen of hypothalamic branch of posterior communicating artery",50008309
"Wall of right inferior vesical artery",50008310
"Lumen of right inferior vesical artery",50008311
"Wall of parotid branch of posterior auricular artery",50008312
"Lumen of parotid branch of posterior auricular artery",50008313
"Wall of posterior branch of lateral cutaneous branch of ventral branch of second lumbar artery",50008314
"Lumen of posterior branch of lateral cutaneous branch of ventral branch of second lumbar artery",50008315
"Wall of inferior aortic esophageal artery",50008316
"Lumen of inferior aortic esophageal artery",50008317
"Wall of right apical branch of variant right bronchial artery",50008318
"Lumen of right apical branch of variant right bronchial artery",50008319
"Wall of left posterior ethmoidal artery",50008320
"Lumen of left posterior ethmoidal artery",50008321
"Wall of prelaminar branch of right fourth posterior intercostal artery",50008322
"Lumen of prelaminar branch of right fourth posterior intercostal artery",50008323
"Wall of frontal branch of left superficial temporal artery",50008324
"Lumen of frontal branch of left superficial temporal artery",50008325
"Wall of superior thoracic artery",50008326
"Lumen of superior thoracic artery",50008327
"Wall of trunk of superior terminal branch of left middle cerebral artery",50008328
"Lumen of trunk of superior terminal branch of left middle cerebral artery",50008329
"Wall of posterior radicular branch of left fourth posterior intercostal artery",50008330
"Lumen of posterior radicular branch of left fourth posterior intercostal artery",50008331
"Wall of spinal branch of dorsal branch of right ninth posterior intercostal artery",50008332
"Lumen of spinal branch of dorsal branch of right ninth posterior intercostal artery",50008333
"Wall of left anterior temporal artery",50008334
"Lumen of left anterior temporal artery",50008335
"Wall of trunk of left perforating femoral artery",50008336
"Lumen of trunk of left perforating femoral artery",50008337
"Wall of trunk of right middle cerebral artery",50008338
"Lumen of trunk of right middle cerebral artery",50008339
"Wall of trunk of left dorsal artery proper of penis",50008340
"Lumen of trunk of left dorsal artery proper of penis",50008341
"Wall of spinal branch of dorsal branch of left fourth posterior intercostal artery",50008342
"Lumen of spinal branch of dorsal branch of left fourth posterior intercostal artery",50008343
"Wall of left posterior deep temporal artery",50008344
"Lumen of left posterior deep temporal artery",50008345
"Wall of branch of medial segmental artery",50008346
"Lumen of branch of medial segmental artery",50008347
"Wall of second anterior intercostal artery",50008348
"Lumen of second anterior intercostal artery",50008349
"Wall of trunk of rhomboid major branch of right dorsal scapular artery",50008350
"Lumen of trunk of rhomboid major branch of right dorsal scapular artery",50008351
"Wall of trunk of left medial circumflex femoral artery",50008352
"Lumen of trunk of left medial circumflex femoral artery",50008353
"Wall of trunk of branch of descending genicular artery",50008354
"Lumen of trunk of branch of descending genicular artery",50008355
"Wall of left second lumbar artery",50008356
"Lumen of left second lumbar artery",50008357
"Wall of left deep palmar branch of ulnar artery",50008358
"Lumen of left deep palmar branch of ulnar artery",50008359
"Wall of trunk of left posterior auricular artery",50008360
"Lumen of trunk of left posterior auricular artery",50008361
"Wall of pectoralis major branch of superior thoracic artery",50008362
"Lumen of pectoralis major branch of superior thoracic artery",50008363
"Wall of latissimus dorsi branch of right thoracodorsal artery",50008364
"Lumen of latissimus dorsi branch of right thoracodorsal artery",50008365
"Wall of plantar digital artery of right great toe",50008366
"Lumen of plantar digital artery of right great toe",50008367
"Wall of trunk of chiasmatic branch of left posterior communicating artery",50008368
"Lumen of trunk of chiasmatic branch of left posterior communicating artery",50008369
"Wall of deltoid branch of circumflex scapular artery",50008370
"Lumen of deltoid branch of circumflex scapular artery",50008371
"Wall of lateral cutaneous branch of left fourth posterior intercostal artery",50008372
